cluster_id,centroid_x,centroid_y,n_transcripts,n_genes_unique,radius_um,top_genes,inferred_type,marker_confidence,nuclear_score,nearest_cell_dist
10866,1738.2,3143.4,56,34,13.2,"CAMK2N1(6), KIF5A(4), NEFL(4), HSPA8(3), MBP(3)",Oligodendrocyte,0.054,0.426,18.8
10867,1656.9,4630.1,265,97,35.5,"KIF5A(19), CAMK2N1(17), KIF1A(13), HSPA8(11), MBP(11)",Oligodendrocyte,0.042,0.4204,13.9
10868,1646.4,559.7,57,32,13.9,"CAMK2N1(9), ENC1(6), KIF5A(5), KIF1A(3), NEFL(3)",Oligodendrocyte,0.018,0.4128,13.2
10869,1582.7,5201.8,72,44,14.5,"KIF5A(7), MBP(5), DKK3(4), NORAD(4), CCNI(3)",Oligodendrocyte,0.083,0.4262,16.5
10870,1968.3,305.7,77,44,14.5,"CCNI(7), KIF5A(7), CAMK2N1(6), ENC1(4), MTURN(4)",Astrocyte,0.026,0.428,22.5
10871,1926.4,291.1,86,49,16.6,"LMO4(5), MTURN(5), CCK(4), CCNI(4), ENC1(4)",Oligodendrocyte,0.047,0.4304,17.6
10872,1869.8,3009.4,54,37,13.3,"CCNI(5), KIF5A(5), YWHAH(4), LMO4(3), NEFL(3)",Glutamatergic,0.019,0.4152,10.2
10873,1757.6,1930.9,47,37,10.9,"CAMK2N1(5), CABP1(2), CCNI(2), DKK3(2), KIF1A(2)",GABAergic,0.021,0.4319,18.3
10874,1802.1,1844.4,64,41,17.3,"CAMK2N1(6), ENC1(4), KIF1A(4), BAIAP3(2), CSMD1(2)",Glutamatergic,0.031,0.4546,32.9
10875,1795.2,1989.4,60,37,14.5,"CAMK2N1(5), CCNI(4), KIF5A(4), NORAD(4), OSBPL1A(3)",Astrocyte,0.033,0.4277,18.6
10876,1766.7,2150.6,69,44,13.8,"CAMK2N1(5), ENC1(5), MTURN(5), YWHAH(5), KIF5A(3)",GABAergic,0.014,0.4332,18.8
10877,1823.5,2265.5,38,28,11.1,"ENC1(5), CAMK2N1(3), AK5(2), HSPA8(2), NRXN1(2)",Unknown,0.0,0.443,9.9
10878,2099.0,4304.0,48,33,11.7,"KIF5A(6), MTURN(5), NTRK2(3), ABCA2(2), FGFR3(2)",Astrocyte,0.042,0.4433,13.5
10879,2197.7,5340.3,38,28,9.3,"KIF5A(3), MBP(3), AQP4(2), CAMK2N1(2), CCNI(2)",Oligodendrocyte,0.105,0.4362,14.3
10880,2029.3,5464.0,79,50,19.8,"KIF1A(6), DKK3(4), HSPA8(4), MBP(4), MTURN(4)",Oligodendrocyte,0.063,0.4339,12.3
10881,2006.0,5532.7,91,53,16.7,"CAMK2N1(9), CCNI(7), MBP(7), ARPP19(3), IRS2(3)",Oligodendrocyte,0.099,0.4395,21.6
10882,2449.9,3289.3,21,20,7.4,"TMSB10(2), ADCYAP1R1(1), BAIAP3(1), CABP1(1), CALB2(1)",Microglia,0.048,0.466,11.4
10883,2415.6,3313.0,83,50,14.6,"CAMK2N1(8), NORAD(6), CCNI(5), KIF5A(4), KIF1A(3)",GABAergic,0.012,0.4235,23.8
10884,2287.5,3499.4,57,39,11.6,"CCNI(5), CAMK2N1(4), HSPA8(3), C14orf132(2), CARTPT(2)",Astrocyte,0.018,0.4271,16.3
10885,2451.2,4531.5,86,39,17.3,"KIF5A(10), MBP(9), KIF1A(5), NORAD(5), CAMK2N1(4)",Oligodendrocyte,0.105,0.4125,33.0
10886,2416.7,2260.4,35,26,9.0,"CAMK2N1(3), ENC1(3), AK5(2), DKK3(2), KIF5A(2)",Unknown,0.0,0.4077,12.1
10887,2555.5,3432.0,80,45,15.2,"KIF5A(9), NEFL(7), CAMK2N1(6), OSBPL1A(5), MBP(3)",Oligodendrocyte,0.05,0.4459,11.0
10888,2602.0,3923.5,78,43,13.7,"KIF5A(7), KIF1A(5), NEFM(4), CAMK2N1(3), CCNI(3)",Astrocyte,0.026,0.4205,15.5
10889,2516.3,517.3,73,39,15.4,"CAMK2N1(10), KIF5A(8), CCNI(4), NORAD(4), TMSB10(4)",Oligodendrocyte,0.014,0.4125,35.0
10890,2669.9,5714.5,114,54,19.2,"KIF5A(11), CAMK2N1(10), CCNI(8), MBP(8), MTURN(8)",Oligodendrocyte,0.07,0.4114,23.9
10891,2671.7,6605.2,33,25,10.1,"ENC1(3), NEFL(3), DIRAS2(2), KIF5A(2), LMO4(2)",Unknown,0.0,0.444,12.3
10892,2946.3,480.4,56,39,12.8,"CAMK2N1(4), NEFM(4), CCNI(3), ENC1(3), KIF5A(3)",Oligodendrocyte,0.036,0.4229,18.7
10893,2796.0,4492.5,99,56,18.0,"KIF5A(10), CAMK2N1(8), MBP(5), NEFM(5), CCNI(4)",Oligodendrocyte,0.071,0.4319,18.5
10894,2941.1,4458.0,59,36,13.7,"MBP(6), CAMK2N1(5), CCNI(3), KIF5A(3), PLP1(3)",Oligodendrocyte,0.153,0.4408,36.1
10895,2831.9,5127.9,65,37,13.9,"KIF5A(5), MTURN(5), NEFL(4), NORAD(4), DIRAS2(3)",Oligodendrocyte,0.046,0.4054,31.1
10896,2786.3,5302.5,75,44,13.4,"KIF5A(7), MBP(5), CAMK2N1(4), CCNI(4), NEFL(4)",Oligodendrocyte,0.093,0.4215,19.1
10897,2892.2,5665.4,110,59,20.5,"MBP(7), CAMK2N1(6), CCNI(6), TMSB10(6), HSPA8(5)",Oligodendrocyte,0.073,0.4248,28.3
10898,3170.9,342.6,124,57,19.5,"CAMK2N1(16), CCNI(11), KIF5A(9), DKK3(5), NEFL(5)",GABAergic,0.032,0.4295,19.1
10899,3099.8,3290.1,22,22,7.1,"AK5(1), ARPP19(1), BCAS1(1), CCK(1), CCNI(1)",Unknown,0.0,0.4322,12.2
10900,3041.3,3458.0,26,21,7.1,"KIF5A(4), CAMK2N1(3), AQP4(1), BCAS1(1), CAPN3(1)",Glutamatergic,0.038,0.4347,11.5
10901,3228.0,3449.4,124,65,20.6,"KIF5A(11), MBP(7), NEFL(6), NORAD(6), LMO4(5)",Oligodendrocyte,0.056,0.4363,13.2
10902,3043.6,3592.1,112,54,19.3,"KIF5A(11), CAMK2N1(9), CCNI(6), KIF1A(5), FGFR3(4)",Oligodendrocyte,0.036,0.4263,17.2
10903,3214.6,3875.7,83,44,16.5,"KIF5A(12), CAMK2N1(8), MBP(4), NEFL(4), NORAD(4)",Oligodendrocyte,0.048,0.4033,22.1
10904,3084.1,4552.7,53,39,11.0,"SOD2(4), CCNI(3), KIF5A(3), NEFM(3), CABP1(2)",Oligodendrocyte,0.038,0.4215,18.8
10905,3157.4,6301.4,35,25,9.3,"BCAS1(3), CCNI(3), MBP(3), KIF5A(2), MAP2K1(2)",Oligodendrocyte,0.114,0.4511,15.4
10906,3465.6,410.9,55,30,11.1,"CAMK2N1(12), CCNI(5), KIF5A(4), C14orf132(3), YWHAH(3)",Glutamatergic,0.036,0.4116,24.8
10907,3253.0,2859.4,39,26,11.1,"KIF5A(4), NORAD(4), CCNI(3), KIF1A(3), ENC1(2)",Oligodendrocyte,0.026,0.4165,26.8
10908,3465.2,3122.3,75,50,21.9,"SST(8), HSPA8(5), CAMK2N1(4), CCNI(3), SV2A(3)",GABAergic,0.12,0.4496,11.6
10909,3403.8,3724.2,138,71,25.6,"CCNI(11), MBP(8), KIF5A(7), LMO4(7), NEFL(7)",Oligodendrocyte,0.08,0.4353,12.4
10910,3412.7,3637.9,48,35,12.3,"MBP(4), CAMK2N1(3), KIF5A(3), CASC3(2), CCNI(2)",Oligodendrocyte,0.104,0.4431,12.8
10911,3288.9,4030.6,66,47,14.2,"CCK(3), CCNI(3), HLA-E(3), MBP(3), NORAD(3)",Oligodendrocyte,0.045,0.4497,17.3
10912,3315.6,4207.4,57,35,13.3,"KIF5A(8), CAMK2N1(7), MBP(3), YWHAH(3), CFAP36(2)",Oligodendrocyte,0.07,0.4286,36.6
10913,3410.2,5593.0,45,27,11.8,"CAMK2N1(5), NEFL(4), MBP(3), MTURN(3), KIF5A(2)",Oligodendrocyte,0.089,0.4128,11.9
10914,3557.3,3918.4,103,55,18.6,"CAMK2N1(9), KIF5A(9), MBP(7), CCNI(5), NORAD(5)",Oligodendrocyte,0.078,0.4278,32.0
10915,3660.1,5751.2,143,70,23.9,"CAMK2N1(11), MBP(9), CCNI(6), KIF1A(6), KIF5A(5)",Oligodendrocyte,0.063,0.4403,17.4
10916,3738.4,6255.6,49,34,12.7,"KIF5A(5), LMO4(5), CAMK2N1(2), DKK3(2), KIF1A(2)",Oligodendrocyte,0.041,0.4165,12.2
10917,3958.1,474.7,105,46,16.0,"CAMK2N1(14), ENC1(6), KIF5A(6), NORAD(6), CABP1(4)",Astrocyte,0.01,0.4224,22.4
10918,3899.8,4053.8,56,34,13.5,"KIF5A(6), CCNI(4), CAMK2N1(3), GATD3A(3), KIF1A(3)",Oligodendrocyte,0.071,0.4227,13.3
10919,3779.8,4102.3,159,66,21.9,"KIF5A(12), MBP(10), CCNI(9), CAMK2N1(7), MTURN(7)",Oligodendrocyte,0.069,0.4353,23.4
10920,3978.7,5276.4,40,25,10.1,"CAMK2N1(5), MBP(5), KIF1A(3), AK5(2), BCAS1(2)",Oligodendrocyte,0.125,0.4267,17.1
10921,3858.8,5368.3,46,37,11.5,"BCAS1(3), MBP(3), MTURN(3), YWHAH(3), NEFM(2)",Oligodendrocyte,0.109,0.4591,13.6
10922,3910.5,6000.7,30,23,8.9,"MBP(3), PLP1(3), CAMK2N1(2), CNP(2), MTURN(2)",Oligodendrocyte,0.2,0.4609,12.9
10923,3965.3,6020.3,40,29,10.5,"BCAS1(3), KIF5A(3), MBP(3), TMSB10(3), CNP(2)",Oligodendrocyte,0.075,0.427,15.8
10924,3751.8,6396.9,38,31,10.0,"MBP(3), NORAD(3), KIF1A(2), NEFL(2), NTRK2(2)",Oligodendrocyte,0.079,0.463,15.0
10925,4146.7,3668.7,56,43,14.1,"KIF5A(4), MBP(4), CABP1(2), CAMK2N1(2), CX3CR1(2)",Oligodendrocyte,0.089,0.4604,10.6
10926,4078.3,3781.8,124,56,19.3,"CAMK2N1(20), KIF5A(10), MBP(7), NEFL(5), MTURN(4)",Oligodendrocyte,0.056,0.419,31.2
10927,4004.4,5137.3,47,31,13.5,"NEFL(5), CAMK2N1(3), NORAD(3), PCP4(3), CRYM(2)",Glutamatergic,0.021,0.4261,30.5
10928,4201.1,5235.7,65,49,16.8,"KIF5A(5), DKK3(3), HSPA8(3), NORAD(3), CAMK2N1(2)",Oligodendrocyte,0.046,0.4423,15.4
10929,4169.0,5908.6,167,68,26.5,"CAMK2N1(12), HSPA8(9), MBP(9), NORAD(9), KIF5A(7)",Oligodendrocyte,0.066,0.4286,19.1
10930,4101.9,6046.7,59,33,14.3,"MBP(7), CAMK2N1(6), KIF5A(4), GFAP(3), KIF1A(3)",Astrocyte,0.085,0.421,15.3
10931,4313.4,4313.5,49,29,11.1,"KIF5A(5), BCAS1(3), C14orf132(3), KIF1A(3), MBP(3)",Oligodendrocyte,0.082,0.4323,31.5
10932,4272.9,4653.8,65,43,17.7,"KIF5A(7), CAMK2N1(4), NORAD(4), MBP(3), NTRK2(3)",Oligodendrocyte,0.077,0.4389,17.4
10933,4295.9,4515.5,45,28,10.8,"KIF5A(8), CNN3(3), ABCA2(2), AQP4(2), BCAS1(2)",Astrocyte,0.089,0.4321,25.9
10934,4466.4,4952.3,92,48,15.0,"MBP(10), KIF5A(9), CCNI(7), CAMK2N1(6), TNK2(4)",Oligodendrocyte,0.13,0.4409,17.7
10935,4280.8,5181.0,49,36,10.3,"KIF5A(5), CCNI(4), DKK3(3), MBP(3), KIF1A(2)",Oligodendrocyte,0.061,0.4352,9.2
10936,4464.1,5411.0,33,30,11.0,"KIF5A(2), NEFL(2), NRXN1(2), AK5(1), BCAS1(1)",GABAergic,0.03,0.4305,17.5
10937,4492.0,5532.5,37,26,8.9,"CAMK2N1(4), BCAS1(3), KIF5A(3), NORAD(3), GFAP(2)",Astrocyte,0.054,0.4267,19.1
10938,4498.0,6533.0,49,33,12.7,"MTURN(5), AQP4(4), CAMK2N1(4), ENC1(2), KIF5A(2)",Astrocyte,0.102,0.4184,15.3
10939,4650.2,3653.4,49,35,11.6,"KIF5A(7), BCAS1(3), CAMK2N1(2), HSPA8(2), MTURN(2)",Oligodendrocyte,0.02,0.426,19.9
10940,4685.3,4831.1,68,51,12.6,"CAMK2N1(3), HSPA8(3), KIF5A(3), CABP1(2), CD74(2)",Astrocyte,0.044,0.4641,10.8
10941,4515.5,2256.2,127,57,22.4,"CAMK2N1(19), KIF5A(10), ENC1(5), CABP1(4), CCNI(4)",Glutamatergic,0.008,0.4249,18.2
10942,4772.8,3494.0,63,41,12.9,"KIF5A(7), CAMK2N1(4), MBP(4), YWHAH(4), CNP(2)",Oligodendrocyte,0.095,0.4204,19.6
10943,4970.3,3274.0,61,38,13.7,"CAMK2N1(7), KIF5A(4), MBP(4), NORAD(4), HPCAL1(3)",GABAergic,0.098,0.4191,12.9
10944,4953.5,3548.0,284,88,45.9,"CAMK2N1(17), HSPA8(15), KIF5A(15), CCNI(12), NEFL(12)",Oligodendrocyte,0.032,0.4223,21.9
10945,4879.2,3995.9,76,38,15.9,"MBP(9), KIF5A(8), CAMK2N1(7), KIF1A(5), NEFL(4)",Oligodendrocyte,0.132,0.4133,14.8
10946,4925.5,4251.5,24,20,7.8,"TMSB10(3), GATD3A(2), MBP(2), ARPP19(1), BCAS1(1)",Oligodendrocyte,0.125,0.4502,24.9
10947,4778.7,4583.1,35,21,10.9,"KIF5A(4), MTURN(4), NTRK2(3), C1orf61(2), CAMK2N1(2)",Oligodendrocyte,0.086,0.4404,19.4
10948,4921.2,5971.4,95,52,18.2,"MBP(8), CAMK2N1(7), KIF5A(7), CCNI(6), MTURN(4)",Oligodendrocyte,0.084,0.4264,17.7
10949,4763.9,5977.6,35,27,9.7,"CAMK2N1(3), BCAS1(2), KIF5A(2), LZTS3(2), NEFL(2)",Oligodendrocyte,0.029,0.4292,11.7
10950,4823.6,6647.1,47,31,12.1,"MBP(4), CLDN11(3), MTURN(3), RNASE1(3), SOX2-OT(3)",Oligodendrocyte,0.149,0.5116,12.1
10951,4752.3,2342.3,68,37,13.2,"CAMK2N1(12), KIF5A(7), NEFL(4), CCNI(3), KIF1A(3)",Oligodendrocyte,0.044,0.4198,19.0
10952,5019.8,2763.0,146,64,24.5,"CAMK2N1(19), KIF5A(14), HSPA8(9), CCNI(7), NEFM(7)",Oligodendrocyte,0.041,0.4121,29.7
10953,5147.0,2833.3,38,30,10.8,"CAMK2N1(3), C14orf132(2), CCNI(2), HSPA8(2), NEFM(2)",Oligodendrocyte,0.026,0.4343,27.4
10954,5173.4,3068.6,75,47,13.3,"CAMK2N1(6), CCNI(5), HSPA8(5), YWHAH(4), KIF1A(3)",Glutamatergic,0.027,0.4298,10.7
10955,5104.4,4421.8,49,34,13.5,"KIF5A(4), MBP(4), KIF1A(3), CABP1(2), CAMK2N1(2)",Oligodendrocyte,0.082,0.4293,19.7
10956,5083.8,4531.9,70,44,16.8,"KIF5A(10), MBP(5), CCNI(3), KIF1A(3), BCAS1(2)",Oligodendrocyte,0.086,0.4329,21.3
10957,5094.8,4508.3,58,38,11.0,"CAMK2N1(7), NEFL(5), TMSB10(4), CABP1(2), CCNI(2)",Astrocyte,0.017,0.4318,15.8
10958,5188.2,4825.8,58,35,12.4,"CAMK2N1(5), MBP(5), BCAS1(3), NEFL(3), NPIPA1(3)",Oligodendrocyte,0.086,0.4446,25.4
10959,5010.4,5428.3,64,42,13.6,"SOD2(4), CAMK2N1(3), CCNI(3), LMO4(3), MBP(3)",Oligodendrocyte,0.047,0.4251,15.5
10960,5083.9,5510.8,88,46,17.4,"MBP(8), CAMK2N1(7), MTURN(7), YWHAH(5), CCNI(4)",Oligodendrocyte,0.102,0.4225,23.7
10961,5242.5,6205.8,42,30,11.3,"CAMK2N1(4), KIF5A(3), MBP(3), AK5(2), NEFL(2)",Oligodendrocyte,0.071,0.4259,15.3
10962,5154.3,6387.8,45,30,14.6,"MTURN(4), BCAS1(3), CAMK2N1(3), MBP(3), NORAD(3)",Oligodendrocyte,0.067,0.4227,12.4
10963,5281.8,4499.1,55,38,13.6,"NORAD(4), DKK3(3), KIF5A(3), MTURN(3), PDXK(3)",Unknown,0.0,0.4435,15.4
10964,5258.1,4913.1,55,27,14.2,"CCNI(9), KIF5A(9), MTURN(4), GFAP(3), SCN1B(3)",Astrocyte,0.055,0.4054,24.5
10965,5387.6,4816.1,60,42,14.3,"KIF5A(8), MTURN(4), CFAP36(2), DKK3(2), GFAP(2)",Astrocyte,0.05,0.446,16.3
10966,5483.2,5395.1,47,31,10.7,"MBP(7), CAMK2N1(4), AK5(2), FSCN1(2), HSPA8(2)",Oligodendrocyte,0.17,0.4454,14.0
10967,5325.3,5804.6,32,27,8.8,"ENC1(4), KIF5A(2), LMO4(2), BCAS1(1), C14orf132(1)",Glutamatergic,0.031,0.4272,27.2
10968,5406.2,6634.6,95,50,18.1,"MBP(6), NORAD(6), TMSB10(6), YWHAH(6), CCNI(4)",Oligodendrocyte,0.074,0.4307,18.3
10969,5273.8,6592.3,65,47,15.0,"CAMK2N1(4), KIF5A(3), MBP(3), CCNI(2), DIRAS2(2)",Oligodendrocyte,0.046,0.437,15.2
10970,5518.7,2507.5,144,73,27.6,"KIF5A(13), CAMK2N1(10), NEFL(8), OSBPL1A(7), CCNI(6)",Oligodendrocyte,0.007,0.4307,15.2
10971,5562.0,2803.7,70,39,15.0,"CAMK2N1(9), KIF5A(5), MBP(4), NEFL(4), CCNI(3)",Oligodendrocyte,0.057,0.4175,20.9
10972,5541.2,3979.4,84,49,19.8,"CAMK2N1(7), MBP(7), KIF5A(6), BCAS1(4), NEFL(4)",Oligodendrocyte,0.083,0.4344,22.9
10973,5546.7,4729.3,24,22,11.2,"CAMK2N1(3), ABCA2(1), BCAS1(1), CACNA1C(1), CCNI(1)",Oligodendrocyte,0.042,0.4365,24.3
10974,5535.6,5596.7,82,44,16.8,"CAMK2N1(7), KIF5A(6), MBP(5), MTURN(4), DIRAS2(3)",Oligodendrocyte,0.061,0.4252,13.8
10975,5606.8,5645.9,114,51,19.5,"MTURN(15), KIF5A(10), MBP(9), CABP1(6), CCNI(5)",Oligodendrocyte,0.105,0.4258,26.4
10976,5763.1,2856.4,65,37,15.1,"KIF5A(6), CAMK2N1(5), ENC1(4), HSPA8(4), NEFL(3)",Oligodendrocyte,0.031,0.4096,17.5
10977,5964.3,3918.4,136,61,24.3,"CCNI(16), KIF5A(7), CAMK2N1(6), MBP(6), SCN1B(5)",Oligodendrocyte,0.044,0.434,19.8
10978,5892.4,5706.7,47,28,13.2,"MBP(10), GJA1(4), AQP4(2), BCAS1(2), HSPA8(2)",Oligodendrocyte,0.213,0.4394,25.7
10979,6014.1,2532.0,35,29,8.8,"KIF1A(4), CAMK2N1(3), ELOC(2), AK5(1), BCAS1(1)",Glutamatergic,0.029,0.4318,22.5
10980,6129.5,3870.1,42,29,10.8,"KIF5A(4), MTURN(4), CCNI(3), HSPA8(3), KIF1A(2)",Oligodendrocyte,0.048,0.4249,16.9
10981,6017.3,4111.8,90,48,15.5,"KIF5A(9), CCNI(5), LMO4(5), CAMK2N1(4), MBP(4)",Oligodendrocyte,0.056,0.4316,22.9
10982,6054.8,5287.7,81,47,14.5,"KIF5A(9), MBP(9), CAMK2N1(5), NEFL(5), CCNI(4)",Oligodendrocyte,0.136,0.4298,20.3
10983,6194.8,5315.3,98,49,19.7,"KIF5A(10), CCNI(9), MBP(8), LMO4(7), CABP1(5)",Oligodendrocyte,0.102,0.4324,18.3
10984,6130.8,2004.7,69,46,16.5,"CAMK2N1(6), KIF5A(4), CCNI(3), KIF1A(3), LMO4(3)",GABAergic,0.058,0.4459,16.4
10985,6494.6,3739.5,37,27,9.0,"CAMK2N1(6), CABP1(2), CCNI(2), GJA1(2), MTURN(2)",Oligodendrocyte,0.027,0.4498,12.7
10986,6357.5,5730.4,35,25,9.5,"MBP(4), CD74(3), NEFL(3), CAMK2N1(2), CSF1R(2)",Microglia,0.086,0.4633,13.1
10987,6479.1,6045.7,78,45,18.6,"CAMK2N1(7), MBP(7), CCNI(5), KIF1A(4), YWHAH(4)",Oligodendrocyte,0.103,0.4285,18.5
10988,6393.8,6241.7,59,37,14.3,"KIF5A(7), CAMK2N1(6), NEFL(5), CCNI(3), CD74(2)",GABAergic,0.017,0.4357,22.6
10989,6452.9,6012.6,50,29,11.1,"KIF5A(6), MBP(5), CAMK2N1(4), MTURN(4), NEFL(3)",Oligodendrocyte,0.1,0.4143,14.2
10990,6299.0,6443.9,61,35,14.2,"KIF5A(7), CCNI(5), MBP(5), KIF1A(3), MTURN(3)",Oligodendrocyte,0.082,0.421,16.9
10991,6311.2,6694.3,58,34,14.5,"CAMK2N1(4), KIF5A(4), CCNI(3), ENC1(3), MBP(3)",Oligodendrocyte,0.069,0.4343,22.4
10992,6268.7,2224.8,42,33,8.9,"NORAD(3), ATP2B4(2), CAMK2N1(2), DKK3(2), GJA1(2)",Glutamatergic,0.024,0.4409,12.1
10993,6669.3,2740.6,50,32,11.4,"CAMK2N1(8), KIF5A(4), LMO4(4), CABP1(3), NTRK2(2)",Glutamatergic,0.02,0.4306,18.7
10994,6722.7,3657.6,80,49,14.9,"CAMK2N1(7), KIF5A(7), HSPA8(5), OSBPL1A(4), NEFL(3)",Astrocyte,0.013,0.4263,15.9
10995,6497.3,4166.6,175,72,26.3,"KIF5A(19), CAMK2N1(14), CCNI(8), MBP(7), LMO4(6)",Oligodendrocyte,0.04,0.4256,22.4
10996,6715.6,4155.9,46,30,11.8,"KIF5A(6), CAMK2N1(5), CABP1(2), CHST1(2), MBP(2)",Oligodendrocyte,0.065,0.4183,13.9
10997,6734.6,4011.8,85,47,19.2,"KIF5A(10), KIF1A(6), CAMK2N1(5), MTURN(5), PLP1(4)",Oligodendrocyte,0.094,0.4418,13.8
10998,6590.2,4366.3,101,54,17.2,"KIF5A(15), CAMK2N1(9), CCNI(6), FGFR3(4), HSPA8(4)",Oligodendrocyte,0.02,0.434,15.3
10999,6554.7,4372.6,46,32,12.5,"MBP(4), SOD2(4), PLP1(3), TF(3), CNP(2)",Oligodendrocyte,0.174,0.487,33.4
11000,6741.9,5665.5,38,26,9.7,"MBP(4), NRXN1(4), CAMK2N1(2), DKK3(2), HSPA8(2)",Oligodendrocyte,0.105,0.4428,14.1
11001,6593.4,6028.4,91,43,19.9,"TMSB10(9), KIF1A(7), MBP(6), CCNI(4), LMO4(4)",Oligodendrocyte,0.066,0.4275,28.8
11002,6631.0,2457.8,73,48,14.8,"CAMK2N1(5), KIF5A(4), NORAD(4), C14orf132(3), ENC1(3)",Astrocyte,0.027,0.453,26.2
11003,6776.5,2677.7,60,34,12.4,"CAMK2N1(11), CCNI(5), KIF5A(5), GFAP(4), ENC1(2)",Astrocyte,0.067,0.4207,36.2
11004,6998.9,2913.4,27,25,10.3,"KIF5A(2), YWHAH(2), AQP4(1), BCAS1(1), C14orf132(1)",Astrocyte,0.037,0.4306,12.0
11005,6843.9,3072.0,27,22,8.5,"CAMK2N1(2), KIF5A(2), LMO4(2), MTURN(2), SCN1B(2)",Astrocyte,0.037,0.4214,19.4
11006,6937.0,3695.4,39,29,9.9,"CAMK2N1(3), KIF5A(3), NEFL(3), HSPA8(2), KIF1A(2)",GABAergic,0.026,0.4265,15.3
11007,6945.3,5011.8,74,43,14.7,"KIF5A(9), CCNI(7), CAMK2N1(3), MTURN(3), NORAD(3)",Endothelial,0.027,0.4276,11.2
11008,6918.4,5277.2,35,23,10.6,"MTURN(5), CAMK2N1(4), NEFL(3), KIF1A(2), LMO4(2)",Unknown,0.0,0.4323,10.8
11009,6898.7,5782.7,103,55,19.4,"KIF5A(8), KIF1A(6), MBP(5), CAMK2N1(4), CCNI(4)",Oligodendrocyte,0.049,0.4394,15.1
11010,6797.9,6350.2,43,22,10.3,"KIF5A(7), CAMK2N1(5), CCNI(4), MBP(3), ZBTB16(3)",Oligodendrocyte,0.07,0.4131,22.0
11011,7212.8,2703.8,55,43,12.8,"CAMK2N1(4), CCNI(3), AQP4(2), BCAS1(2), HSPA8(2)",Astrocyte,0.036,0.4468,13.1
11012,7051.1,3099.2,84,45,19.1,"CAMK2N1(8), NEFL(7), CCNI(5), KIF1A(5), ENC1(4)",Astrocyte,0.036,0.4297,20.8
11013,7134.8,4665.9,21,15,10.9,"CAMK2N1(4), CCNI(2), MBP(2), MTURN(2), BCAS1(1)",Oligodendrocyte,0.095,0.4164,12.3
11014,7225.5,5159.8,64,38,15.4,"CCNI(8), ENC1(5), KIF5A(5), CAMK2N1(3), HSPA8(3)",Oligodendrocyte,0.016,0.4252,17.6
11015,7073.3,5108.5,69,34,14.9,"NEFL(9), KIF5A(7), MBP(7), CAMK2N1(5), MTURN(4)",Oligodendrocyte,0.101,0.3997,16.1
11016,7115.6,5974.0,88,51,19.6,"KIF5A(12), CAMK2N1(10), KIF1A(7), MTURN(3), NORAD(3)",Oligodendrocyte,0.034,0.4238,14.8
11017,7203.9,6354.8,24,23,6.7,"MBP(2), AQP4(1), BCAS1(1), CAPZB(1), CCNI(1)",Oligodendrocyte,0.083,0.4571,13.8
11018,7402.6,3875.8,55,40,12.0,"KIF5A(5), CAMK2N1(4), CCNI(3), DKK3(3), GATD3A(2)",Oligodendrocyte,0.036,0.429,39.3
11019,7420.6,4409.1,86,48,16.2,"KIF5A(11), CAMK2N1(6), ENC1(4), NEFL(4), NORAD(4)",Oligodendrocyte,0.023,0.4241,19.5
11020,7297.9,4703.3,49,31,10.9,"KIF5A(6), KIF1A(3), MBP(3), MTURN(3), NEFL(3)",Oligodendrocyte,0.061,0.4312,17.5
11021,7613.5,5963.9,57,35,12.2,"KIF5A(7), CAMK2N1(6), PDXK(3), ABCG2(2), CABP1(2)",Oligodendrocyte,0.035,0.4484,10.1
11022,7945.9,2517.9,72,46,14.1,"CAMK2N1(10), GFAP(7), NORAD(3), DKK3(2), GJA1(2)",Astrocyte,0.111,0.4399,18.4
11023,7971.8,4360.1,39,33,9.9,"CAMK2N1(7), ABCA2(1), AK5(1), AQP4(1), BCAS1(1)",Astrocyte,0.026,0.4482,16.9
11024,8124.6,5632.2,83,49,13.4,"CAMK2N1(12), GFAP(5), CNP(4), TF(4), NTRK2(3)",Astrocyte,0.084,0.4812,18.3
11025,1123.2,3777.9,59,38,14.9,"CAMK2N1(6), NEFL(4), NEFM(3), SCN1B(3), ENC1(2)",Oligodendrocyte,0.034,0.4307,9.0
11026,1134.5,4132.3,46,31,12.1,"CAMK2N1(5), KIF5A(5), MBP(5), KIF1A(3), PDXK(2)",Oligodendrocyte,0.109,0.4372,14.3
11027,1014.6,4288.7,70,41,15.4,"KIF5A(8), CAMK2N1(7), KIF1A(4), CCNI(3), MBP(3)",Oligodendrocyte,0.057,0.4284,16.3
11028,1143.2,5537.5,23,19,8.3,"MBP(4), HSPA8(2), ABCA2(1), ALCAM(1), AQP4(1)",Oligodendrocyte,0.174,0.4605,14.2
11029,1199.0,5569.0,44,31,11.5,"CAMK2N1(4), KIF5A(4), HSPA8(3), MBP(2), MTURN(2)",Oligodendrocyte,0.068,0.4267,13.5
11030,1413.3,5375.1,176,80,25.2,"MBP(18), KIF5A(11), CAMK2N1(9), CCNI(7), NEFL(7)",Oligodendrocyte,0.108,0.4318,25.7
11031,1491.2,5509.5,83,41,19.5,"CAMK2N1(7), KIF5A(7), CCNI(5), MTURN(4), NORAD(4)",Astrocyte,0.036,0.4263,30.3
11032,1297.5,1043.5,45,29,10.6,"CAMK2N1(8), KIF5A(5), AQP4(2), CUX2(2), FGFR3(2)",Astrocyte,0.067,0.4486,18.6
