sample_id,level,cell_type,count,method
Br5931,class_label,Neuronal: Glutamatergic,12593,old_correlation
Br5931,class_label,Neuronal: GABAergic,6072,old_correlation
Br5931,class_label,Unassigned,0,old_correlation
Br5931,subclass_label,L2/3 IT,7834,old_correlation
Br5931,subclass_label,Oligodendrocyte,7808,old_correlation
Br5931,subclass_label,Endothelial,6992,old_correlation
Br5931,subclass_label,Astrocyte,5885,old_correlation
Br5931,subclass_label,VLMC,3180,old_correlation
Br5931,subclass_label,Vip,1828,old_correlation
Br5931,subclass_label,L4 IT,1662,old_correlation
Br5931,subclass_label,Pvalb,1636,old_correlation
Br5931,subclass_label,Microglia-PVM,1606,old_correlation
Br5931,subclass_label,L6b,955,old_correlation
Br5931,subclass_label,L6 IT,829,old_correlation
Br5931,subclass_label,L5 IT,806,old_correlation
Br5931,subclass_label,Sst,765,old_correlation
Br5931,subclass_label,Chandelier,580,old_correlation
Br5931,subclass_label,Lamp5,432,old_correlation
Br5931,subclass_label,OPC,399,old_correlation
Br5931,subclass_label,Sncg,298,old_correlation
Br5931,subclass_label,Pax6,240,old_correlation
Br5931,subclass_label,L5/6 NP,220,old_correlation
Br5931,subclass_label,Sst Chodl,160,old_correlation
Br5931,subclass_label,L6 CT,160,old_correlation
Br5931,subclass_label,Lamp5 Lhx6,133,old_correlation
Br5931,subclass_label,L5 ET,84,old_correlation
Br5931,subclass_label,L6 IT Car3,43,old_correlation
Br5931,subclass_label,Unassigned,0,old_correlation
Br5931,supertype_label,Oligo_4,7135,old_correlation
Br5931,supertype_label,Endo_1,5123,old_correlation
Br5931,supertype_label,Astro_2,2891,old_correlation
Br5931,supertype_label,VLMC_2,2295,old_correlation
Br5931,supertype_label,L2/3 IT_13,2293,old_correlation
Br5931,supertype_label,L2/3 IT_7,2101,old_correlation
Br5931,supertype_label,Astro_4,1942,old_correlation
Br5931,supertype_label,Endo_2,1868,old_correlation
Br5931,supertype_label,Micro-PVM_2,1482,old_correlation
Br5931,supertype_label,L2/3 IT_12,1456,old_correlation
Br5931,supertype_label,Vip_21,1428,old_correlation
Br5931,supertype_label,L2/3 IT_8,1255,old_correlation
Br5931,supertype_label,Pvalb_8,966,old_correlation
Br5931,supertype_label,L4 IT_1,946,old_correlation
Br5931,supertype_label,Astro_5,935,old_correlation
Br5931,supertype_label,VLMC_1,885,old_correlation
Br5931,supertype_label,L6 IT_2,826,old_correlation
Br5931,supertype_label,L4 IT_2,621,old_correlation
Br5931,supertype_label,L5 IT_6,620,old_correlation
Br5931,supertype_label,Chandelier_2,573,old_correlation
Br5931,supertype_label,Oligo_1,524,old_correlation
Br5931,supertype_label,L6b_1,458,old_correlation
Br5931,supertype_label,L2/3 IT_2,408,old_correlation
Br5931,supertype_label,Sst_10,260,old_correlation
Br5931,supertype_label,L6b_6,254,old_correlation
Br5931,supertype_label,Lamp5_5,250,old_correlation
Br5931,supertype_label,Sst_11,246,old_correlation
Br5931,supertype_label,OPC_2,242,old_correlation
Br5931,supertype_label,Pvalb_6,237,old_correlation
Br5931,supertype_label,L2/3 IT_3,228,old_correlation
Br5931,supertype_label,L5/6 NP_3,191,old_correlation
Br5931,supertype_label,Pax6_1,189,old_correlation
Br5931,supertype_label,L6b_2,179,old_correlation
Br5931,supertype_label,Vip_1,177,old_correlation
Br5931,supertype_label,OPC_1,157,old_correlation
Br5931,supertype_label,L5 IT_2,155,old_correlation
Br5931,supertype_label,Pvalb_5,155,old_correlation
Br5931,supertype_label,L6 CT_3,151,old_correlation
Br5931,supertype_label,Sst Chodl_2,148,old_correlation
Br5931,supertype_label,Lamp5_Lhx6_1,133,old_correlation
Br5931,supertype_label,Oligo_2,131,old_correlation
Br5931,supertype_label,Lamp5_2,126,old_correlation
Br5931,supertype_label,Micro-PVM_1,124,old_correlation
Br5931,supertype_label,Pvalb_2,118,old_correlation
Br5931,supertype_label,Sncg_5,118,old_correlation
Br5931,supertype_label,Astro_3,114,old_correlation
Br5931,supertype_label,Vip_9,91,old_correlation
Br5931,supertype_label,Sncg_3,89,old_correlation
Br5931,supertype_label,L2/3 IT_5,88,old_correlation
Br5931,supertype_label,L5 ET_2,84,old_correlation
Br5931,supertype_label,L4 IT_4,81,old_correlation
Br5931,supertype_label,Pvalb_15,76,old_correlation
Br5931,supertype_label,Sst_20,66,old_correlation
Br5931,supertype_label,Pvalb_14,58,old_correlation
Br5931,supertype_label,Sncg_2,57,old_correlation
Br5931,supertype_label,Lamp5_3,54,old_correlation
Br5931,supertype_label,Vip_19,49,old_correlation
Br5931,supertype_label,Sst_4,45,old_correlation
Br5931,supertype_label,L6 IT Car3_3,43,old_correlation
Br5931,supertype_label,Sst_3,39,old_correlation
Br5931,supertype_label,L6b_3,31,old_correlation
Br5931,supertype_label,L5 IT_7,31,old_correlation
Br5931,supertype_label,Sst_2,30,old_correlation
Br5931,supertype_label,Sncg_6,28,old_correlation
Br5931,supertype_label,Vip_16,27,old_correlation
Br5931,supertype_label,L6b_5,23,old_correlation
Br5931,supertype_label,Sst_7,23,old_correlation
Br5931,supertype_label,Pvalb_3,20,old_correlation
Br5931,supertype_label,Sst_5,20,old_correlation
Br5931,supertype_label,Pax6_4,19,old_correlation
Br5931,supertype_label,Pax6_2,18,old_correlation
Br5931,supertype_label,Oligo_3,18,old_correlation
Br5931,supertype_label,Sst_1,17,old_correlation
Br5931,supertype_label,Vip_4,15,old_correlation
Br5931,supertype_label,L4 IT_3,14,old_correlation
Br5931,supertype_label,Pax6_3,14,old_correlation
Br5931,supertype_label,Vip_12,14,old_correlation
Br5931,supertype_label,L5/6 NP_1,13,old_correlation
Br5931,supertype_label,Sst Chodl_1,12,old_correlation
Br5931,supertype_label,Sst_25,12,old_correlation
Br5931,supertype_label,Vip_14,10,old_correlation
Br5931,supertype_label,L6b_4,10,old_correlation
Br5931,supertype_label,Vip_6,7,old_correlation
Br5931,supertype_label,L5/6 NP_6,7,old_correlation
Br5931,supertype_label,Chandelier_1,7,old_correlation
Br5931,supertype_label,Sst_19,7,old_correlation
Br5931,supertype_label,Vip_13,7,old_correlation
Br5931,supertype_label,Sncg_4,6,old_correlation
Br5931,supertype_label,L5/6 NP_4,6,old_correlation
Br5931,supertype_label,L6 CT_4,4,old_correlation
Br5931,supertype_label,Pvalb_13,4,old_correlation
Br5931,supertype_label,L2/3 IT_1,3,old_correlation
Br5931,supertype_label,L5/6 NP_2,3,old_correlation
Br5931,supertype_label,L6 CT_1,3,old_correlation
Br5931,supertype_label,L6 IT_1,3,old_correlation
Br5931,supertype_label,Astro_1,3,old_correlation
Br5931,supertype_label,L2/3 IT_6,2,old_correlation
Br5931,supertype_label,Pvalb_7,2,old_correlation
Br5931,supertype_label,Lamp5_6,2,old_correlation
Br5931,supertype_label,L6 CT_2,2,old_correlation
Br5931,supertype_label,Endo_3,1,old_correlation
Br5931,supertype_label,Vip_5,1,old_correlation
Br5931,supertype_label,Vip_11,1,old_correlation
Br5931,supertype_label,Vip_15,1,old_correlation
Br5931,supertype_label,Unassigned,0,old_correlation
Br5973,class_label,Non-neuronal and Non-neural,28214,old_correlation
Br5973,class_label,Neuronal: Glutamatergic,10392,old_correlation
Br5973,class_label,Neuronal: GABAergic,4501,old_correlation
Br5973,class_label,Unassigned,0,old_correlation
Br5973,subclass_label,Oligodendrocyte,12545,old_correlation
Br5973,subclass_label,Endothelial,6301,old_correlation
Br5973,subclass_label,Astrocyte,5170,old_correlation
Br5973,subclass_label,L2/3 IT,4959,old_correlation
Br5973,subclass_label,VLMC,2729,old_correlation
Br5973,subclass_label,L4 IT,1802,old_correlation
Br5973,subclass_label,L6b,1592,old_correlation
Br5973,subclass_label,Vip,1380,old_correlation
Br5973,subclass_label,Pvalb,1217,old_correlation
Br5973,subclass_label,Microglia-PVM,868,old_correlation
Br5973,subclass_label,L6 IT,741,old_correlation
Br5973,subclass_label,L5 IT,696,old_correlation
Br5973,subclass_label,Sst,657,old_correlation
Br5973,subclass_label,OPC,601,old_correlation
Br5973,subclass_label,Chandelier,407,old_correlation
Br5973,subclass_label,Lamp5,326,old_correlation
Br5973,subclass_label,L5/6 NP,240,old_correlation
Br5973,subclass_label,Sncg,179,old_correlation
Br5973,subclass_label,Pax6,163,old_correlation
Br5973,subclass_label,L6 CT,160,old_correlation
Br5973,subclass_label,L5 ET,138,old_correlation
Br5973,subclass_label,Lamp5 Lhx6,92,old_correlation
Br5973,subclass_label,Sst Chodl,80,old_correlation
Br5973,subclass_label,L6 IT Car3,64,old_correlation
Br5973,subclass_label,Unassigned,0,old_correlation
Br5973,supertype_label,Oligo_4,11478,old_correlation
Br5973,supertype_label,Endo_1,4170,old_correlation
Br5973,supertype_label,Astro_4,2181,old_correlation
Br5973,supertype_label,Endo_2,2130,old_correlation
Br5973,supertype_label,VLMC_2,1915,old_correlation
Br5973,supertype_label,Astro_2,1885,old_correlation
Br5973,supertype_label,L2/3 IT_7,1753,old_correlation
Br5973,supertype_label,L2/3 IT_13,1438,old_correlation
Br5973,supertype_label,L4 IT_1,1158,old_correlation
Br5973,supertype_label,Vip_21,1047,old_correlation
Br5973,supertype_label,Oligo_1,957,old_correlation
Br5973,supertype_label,Astro_5,913,old_correlation
Br5973,supertype_label,VLMC_1,814,old_correlation
Br5973,supertype_label,L2/3 IT_12,812,old_correlation
Br5973,supertype_label,Micro-PVM_2,799,old_correlation
Br5973,supertype_label,L6 IT_2,733,old_correlation
Br5973,supertype_label,Pvalb_8,709,old_correlation
Br5973,supertype_label,L6b_1,631,old_correlation
Br5973,supertype_label,L4 IT_2,505,old_correlation
Br5973,supertype_label,L5 IT_6,449,old_correlation
Br5973,supertype_label,L6b_6,447,old_correlation
Br5973,supertype_label,L6b_2,417,old_correlation
Br5973,supertype_label,Chandelier_2,394,old_correlation
Br5973,supertype_label,L2/3 IT_8,359,old_correlation
Br5973,supertype_label,L2/3 IT_2,331,old_correlation
Br5973,supertype_label,OPC_1,309,old_correlation
Br5973,supertype_label,OPC_2,292,old_correlation
Br5973,supertype_label,Sst_10,259,old_correlation
Br5973,supertype_label,L5/6 NP_3,200,old_correlation
Br5973,supertype_label,L2/3 IT_3,200,old_correlation
Br5973,supertype_label,Sst_11,195,old_correlation
Br5973,supertype_label,L5 IT_2,194,old_correlation
Br5973,supertype_label,Astro_3,184,old_correlation
Br5973,supertype_label,Pvalb_6,173,old_correlation
Br5973,supertype_label,Vip_1,147,old_correlation
Br5973,supertype_label,Lamp5_5,141,old_correlation
Br5973,supertype_label,Lamp5_2,136,old_correlation
Br5973,supertype_label,L5 ET_2,134,old_correlation
Br5973,supertype_label,L6 CT_3,133,old_correlation
Br5973,supertype_label,Pax6_1,128,old_correlation
Br5973,supertype_label,L4 IT_4,113,old_correlation
Br5973,supertype_label,Pvalb_2,111,old_correlation
Br5973,supertype_label,Pvalb_5,92,old_correlation
Br5973,supertype_label,Lamp5_Lhx6_1,92,old_correlation
Br5973,supertype_label,Vip_9,92,old_correlation
Br5973,supertype_label,Oligo_2,91,old_correlation
Br5973,supertype_label,Pvalb_15,71,old_correlation
Br5973,supertype_label,Micro-PVM_1,69,old_correlation
Br5973,supertype_label,Sncg_3,65,old_correlation
Br5973,supertype_label,L6 IT Car3_3,64,old_correlation
Br5973,supertype_label,Sst Chodl_2,64,old_correlation
Br5973,supertype_label,L2/3 IT_5,63,old_correlation
Br5973,supertype_label,L6b_5,54,old_correlation
Br5973,supertype_label,Sst_4,52,old_correlation
Br5973,supertype_label,L5 IT_7,49,old_correlation
Br5973,supertype_label,Sncg_5,47,old_correlation
Br5973,supertype_label,Lamp5_3,47,old_correlation
Br5973,supertype_label,Pvalb_14,37,old_correlation
Br5973,supertype_label,Vip_19,37,old_correlation
Br5973,supertype_label,Sncg_2,36,old_correlation
Br5973,supertype_label,Sst_5,32,old_correlation
Br5973,supertype_label,Sst_3,26,old_correlation
Br5973,supertype_label,L4 IT_3,26,old_correlation
Br5973,supertype_label,L6b_3,25,old_correlation
Br5973,supertype_label,Sncg_6,25,old_correlation
Br5973,supertype_label,Sst_20,24,old_correlation
Br5973,supertype_label,L5/6 NP_6,23,old_correlation
Br5973,supertype_label,Vip_16,21,old_correlation
Br5973,supertype_label,Sst_2,20,old_correlation
Br5973,supertype_label,Sst_1,20,old_correlation
Br5973,supertype_label,Pvalb_3,19,old_correlation
Br5973,supertype_label,Oligo_3,19,old_correlation
Br5973,supertype_label,L6b_4,18,old_correlation
Br5973,supertype_label,L6 CT_1,16,old_correlation
Br5973,supertype_label,Sst Chodl_1,16,old_correlation
Br5973,supertype_label,L5/6 NP_1,14,old_correlation
Br5973,supertype_label,Chandelier_1,13,old_correlation
Br5973,supertype_label,Sst_7,12,old_correlation
Br5973,supertype_label,Pax6_2,12,old_correlation
Br5973,supertype_label,Pax6_4,12,old_correlation
Br5973,supertype_label,Pax6_3,11,old_correlation
Br5973,supertype_label,Sst_19,10,old_correlation
Br5973,supertype_label,L6 IT_1,8,old_correlation
Br5973,supertype_label,L6 CT_2,8,old_correlation
Br5973,supertype_label,Vip_14,8,old_correlation
Br5973,supertype_label,Vip_12,8,old_correlation
Br5973,supertype_label,Astro_1,7,old_correlation
Br5973,supertype_label,Vip_4,6,old_correlation
Br5973,supertype_label,Vip_13,6,old_correlation
Br5973,supertype_label,Sncg_4,6,old_correlation
Br5973,supertype_label,Vip_5,5,old_correlation
Br5973,supertype_label,Sst_25,5,old_correlation
Br5973,supertype_label,L5 ET_1,4,old_correlation
Br5973,supertype_label,L5 IT_3,4,old_correlation
Br5973,supertype_label,Pvalb_13,4,old_correlation
Br5973,supertype_label,L2/3 IT_1,3,old_correlation
Br5973,supertype_label,L6 CT_4,3,old_correlation
Br5973,supertype_label,L5/6 NP_4,3,old_correlation
Br5973,supertype_label,Vip_6,2,old_correlation
Br5973,supertype_label,Sst_9,2,old_correlation
Br5973,supertype_label,Endo_3,1,old_correlation
Br5973,supertype_label,Pvalb_10,1,old_correlation
Br5973,supertype_label,Lamp5_6,1,old_correlation
Br5973,supertype_label,Vip_11,1,old_correlation
Br5973,supertype_label,Lamp5_1,1,old_correlation
Br5973,supertype_label,Unassigned,0,old_correlation
Br6032,class_label,Non-neuronal and Non-neural,22561,old_correlation
Br6032,class_label,Neuronal: Glutamatergic,16743,old_correlation
Br6032,class_label,Neuronal: GABAergic,6980,old_correlation
Br6032,class_label,Unassigned,0,old_correlation
Br6032,subclass_label,L2/3 IT,8961,old_correlation
Br6032,subclass_label,Oligodendrocyte,7977,old_correlation
Br6032,subclass_label,Endothelial,6035,old_correlation
Br6032,subclass_label,Astrocyte,3859,old_correlation
Br6032,subclass_label,L4 IT,2739,old_correlation
Br6032,subclass_label,Vip,2326,old_correlation
Br6032,subclass_label,VLMC,2233,old_correlation
Br6032,subclass_label,Microglia-PVM,2180,old_correlation
Br6032,subclass_label,Pvalb,1695,old_correlation
Br6032,subclass_label,L6 IT,1515,old_correlation
Br6032,subclass_label,L6b,1444,old_correlation
Br6032,subclass_label,Sst,1259,old_correlation
Br6032,subclass_label,L5 IT,1172,old_correlation
Br6032,subclass_label,Chandelier,614,old_correlation
Br6032,subclass_label,L5/6 NP,445,old_correlation
Br6032,subclass_label,Lamp5,437,old_correlation
Br6032,subclass_label,OPC,277,old_correlation
Br6032,subclass_label,L6 CT,264,old_correlation
Br6032,subclass_label,Sncg,218,old_correlation
Br6032,subclass_label,L5 ET,174,old_correlation
Br6032,subclass_label,Pax6,151,old_correlation
Br6032,subclass_label,Sst Chodl,150,old_correlation
Br6032,subclass_label,Lamp5 Lhx6,130,old_correlation
Br6032,subclass_label,L6 IT Car3,29,old_correlation
Br6032,subclass_label,Unassigned,0,old_correlation
Br6032,supertype_label,Oligo_4,7593,old_correlation
Br6032,supertype_label,Endo_1,3815,old_correlation
Br6032,supertype_label,L2/3 IT_13,3200,old_correlation
Br6032,supertype_label,L2/3 IT_7,2357,old_correlation
Br6032,supertype_label,Endo_2,2220,old_correlation
Br6032,supertype_label,Micro-PVM_2,2129,old_correlation
Br6032,supertype_label,Astro_4,1898,old_correlation
Br6032,supertype_label,Vip_21,1871,old_correlation
Br6032,supertype_label,VLMC_2,1834,old_correlation
Br6032,supertype_label,L4 IT_1,1714,old_correlation
Br6032,supertype_label,L2/3 IT_12,1663,old_correlation
Br6032,supertype_label,L6 IT_2,1508,old_correlation
Br6032,supertype_label,Astro_2,1238,old_correlation
Br6032,supertype_label,L2/3 IT_8,1057,old_correlation
Br6032,supertype_label,Pvalb_8,968,old_correlation
Br6032,supertype_label,L4 IT_2,967,old_correlation
Br6032,supertype_label,Astro_5,721,old_correlation
Br6032,supertype_label,L6b_1,648,old_correlation
Br6032,supertype_label,Chandelier_2,610,old_correlation
Br6032,supertype_label,L5 IT_6,600,old_correlation
Br6032,supertype_label,Sst_10,468,old_correlation
Br6032,supertype_label,L2/3 IT_2,444,old_correlation
Br6032,supertype_label,L6b_2,430,old_correlation
Br6032,supertype_label,VLMC_1,399,old_correlation
Br6032,supertype_label,L5 IT_2,361,old_correlation
Br6032,supertype_label,L5/6 NP_3,354,old_correlation
Br6032,supertype_label,L6b_6,322,old_correlation
Br6032,supertype_label,Oligo_1,303,old_correlation
Br6032,supertype_label,Sst_11,302,old_correlation
Br6032,supertype_label,Pvalb_6,282,old_correlation
Br6032,supertype_label,L6 CT_3,236,old_correlation
Br6032,supertype_label,Lamp5_2,208,old_correlation
Br6032,supertype_label,L5 IT_7,204,old_correlation
Br6032,supertype_label,Vip_1,193,old_correlation
Br6032,supertype_label,L2/3 IT_3,183,old_correlation
Br6032,supertype_label,Lamp5_5,178,old_correlation
Br6032,supertype_label,OPC_2,174,old_correlation
Br6032,supertype_label,L5 ET_2,172,old_correlation
Br6032,supertype_label,Pvalb_2,159,old_correlation
Br6032,supertype_label,Lamp5_Lhx6_1,130,old_correlation
Br6032,supertype_label,Sst Chodl_2,126,old_correlation
Br6032,supertype_label,Pax6_1,118,old_correlation
Br6032,supertype_label,Sst_4,113,old_correlation
Br6032,supertype_label,OPC_1,103,old_correlation
Br6032,supertype_label,Vip_19,101,old_correlation
Br6032,supertype_label,Pvalb_5,96,old_correlation
Br6032,supertype_label,Pvalb_15,92,old_correlation
Br6032,supertype_label,Sst_20,91,old_correlation
Br6032,supertype_label,Oligo_2,81,old_correlation
Br6032,supertype_label,Pvalb_14,79,old_correlation
Br6032,supertype_label,Vip_9,74,old_correlation
Br6032,supertype_label,Sncg_5,74,old_correlation
Br6032,supertype_label,Sst_3,71,old_correlation
Br6032,supertype_label,Sst_5,71,old_correlation
Br6032,supertype_label,Sncg_2,59,old_correlation
Br6032,supertype_label,Sncg_3,57,old_correlation
Br6032,supertype_label,L4 IT_4,51,old_correlation
Br6032,supertype_label,Micro-PVM_1,51,old_correlation
Br6032,supertype_label,L2/3 IT_5,49,old_correlation
Br6032,supertype_label,Lamp5_3,48,old_correlation
Br6032,supertype_label,L5/6 NP_6,47,old_correlation
Br6032,supertype_label,Sst_25,41,old_correlation
Br6032,supertype_label,Vip_16,39,old_correlation
Br6032,supertype_label,Sst_2,36,old_correlation
Br6032,supertype_label,L6 IT Car3_3,29,old_correlation
Br6032,supertype_label,Sst_1,26,old_correlation
Br6032,supertype_label,Sst_7,25,old_correlation
Br6032,supertype_label,L5/6 NP_1,24,old_correlation
Br6032,supertype_label,Sst Chodl_1,24,old_correlation
Br6032,supertype_label,L5/6 NP_4,20,old_correlation
Br6032,supertype_label,Sncg_6,20,old_correlation
Br6032,supertype_label,L6b_3,19,old_correlation
Br6032,supertype_label,L6b_5,18,old_correlation
Br6032,supertype_label,Pax6_2,16,old_correlation
Br6032,supertype_label,Vip_12,16,old_correlation
Br6032,supertype_label,L6 CT_2,15,old_correlation
Br6032,supertype_label,Vip_4,13,old_correlation
Br6032,supertype_label,Pax6_4,11,old_correlation
Br6032,supertype_label,L6 CT_4,9,old_correlation
Br6032,supertype_label,Sst_19,9,old_correlation
Br6032,supertype_label,Vip_14,9,old_correlation
Br6032,supertype_label,Pvalb_3,8,old_correlation
Br6032,supertype_label,L6b_4,7,old_correlation
Br6032,supertype_label,L6 IT_1,7,old_correlation
Br6032,supertype_label,L4 IT_3,7,old_correlation
Br6032,supertype_label,Sncg_4,7,old_correlation
Br6032,supertype_label,L5 IT_3,6,old_correlation
Br6032,supertype_label,Pax6_3,6,old_correlation
Br6032,supertype_label,Sst_9,6,old_correlation
Br6032,supertype_label,Pvalb_7,5,old_correlation
Br6032,supertype_label,L2/3 IT_1,4,old_correlation
Br6032,supertype_label,L2/3 IT_6,4,old_correlation
Br6032,supertype_label,L6 CT_1,4,old_correlation
Br6032,supertype_label,Chandelier_1,4,old_correlation
Br6032,supertype_label,Vip_5,3,old_correlation
Br6032,supertype_label,Vip_15,3,old_correlation
Br6032,supertype_label,Lamp5_6,3,old_correlation
Br6032,supertype_label,Pvalb_13,3,old_correlation
Br6032,supertype_label,Vip_13,3,old_correlation
Br6032,supertype_label,Astro_3,2,old_correlation
Br6032,supertype_label,L5 ET_1,2,old_correlation
Br6032,supertype_label,Pvalb_10,2,old_correlation
Br6032,supertype_label,Sncg_8,1,old_correlation
Br6032,supertype_label,L5 IT_1,1,old_correlation
Br6032,supertype_label,Vip_6,1,old_correlation
Br6032,supertype_label,Pvalb_12,1,old_correlation
Br6032,supertype_label,Unassigned,0,old_correlation
Br6389,class_label,Non-neuronal and Non-neural,34383,old_correlation
Br6389,class_label,Neuronal: Glutamatergic,12877,old_correlation
Br6389,class_label,Neuronal: GABAergic,3980,old_correlation
Br6389,class_label,Unassigned,0,old_correlation
Br6389,subclass_label,Oligodendrocyte,14929,old_correlation
Br6389,subclass_label,Astrocyte,5531,old_correlation
Br6389,subclass_label,L2/3 IT,5354,old_correlation
Br6389,subclass_label,VLMC,5336,old_correlation
Br6389,subclass_label,Endothelial,5153,old_correlation
Br6389,subclass_label,L4 IT,2847,old_correlation
Br6389,subclass_label,Microglia-PVM,2670,old_correlation
Br6389,subclass_label,L6b,2251,old_correlation
Br6389,subclass_label,Sst,1237,old_correlation
Br6389,subclass_label,L5 IT,1211,old_correlation
Br6389,subclass_label,Vip,978,old_correlation
Br6389,subclass_label,OPC,764,old_correlation
Br6389,subclass_label,Pvalb,595,old_correlation
Br6389,subclass_label,L5 ET,449,old_correlation
Br6389,subclass_label,Lamp5,410,old_correlation
Br6389,subclass_label,L6 IT,302,old_correlation
Br6389,subclass_label,Chandelier,251,old_correlation
Br6389,subclass_label,Sncg,243,old_correlation
Br6389,subclass_label,L5/6 NP,216,old_correlation
Br6389,subclass_label,L6 CT,156,old_correlation
Br6389,subclass_label,Pax6,116,old_correlation
Br6389,subclass_label,L6 IT Car3,91,old_correlation
Br6389,subclass_label,Sst Chodl,90,old_correlation
Br6389,subclass_label,Lamp5 Lhx6,60,old_correlation
Br6389,subclass_label,Unassigned,0,old_correlation
Br6389,supertype_label,Oligo_4,10107,old_correlation
Br6389,supertype_label,Endo_2,3964,old_correlation
Br6389,supertype_label,SMC-SEAAD,3657,old_correlation
Br6389,supertype_label,Astro_2,3297,old_correlation
Br6389,supertype_label,Oligo_2_1-SEAAD,3145,old_correlation
Br6389,supertype_label,L4 IT_1,1529,old_correlation
Br6389,supertype_label,L2/3 IT_12,1340,old_correlation
Br6389,supertype_label,Endo_1,1133,old_correlation
Br6389,supertype_label,Oligo_3,1088,old_correlation
Br6389,supertype_label,L2/3 IT_7,1071,old_correlation
Br6389,supertype_label,L2/3 IT_2,1067,old_correlation
Br6389,supertype_label,L2/3 IT_1,1062,old_correlation
Br6389,supertype_label,Pericyte_1,869,old_correlation
Br6389,supertype_label,Astro_4,834,old_correlation
Br6389,supertype_label,L6b_6,826,old_correlation
Br6389,supertype_label,L4 IT_2,818,old_correlation
Br6389,supertype_label,Micro-PVM_2,779,old_correlation
Br6389,supertype_label,Micro-PVM_3-SEAAD,778,old_correlation
Br6389,supertype_label,VLMC_1,749,old_correlation
Br6389,supertype_label,L6b_2,631,old_correlation
Br6389,supertype_label,L6b_1,616,old_correlation
Br6389,supertype_label,Lymphocyte,600,old_correlation
Br6389,supertype_label,OPC_2_1-SEAAD,594,old_correlation
Br6389,supertype_label,Astro_5,594,old_correlation
Br6389,supertype_label,Oligo_1,589,old_correlation
Br6389,supertype_label,L5 IT_6,470,old_correlation
Br6389,supertype_label,Pvalb_15,441,old_correlation
Br6389,supertype_label,Astro_3,440,old_correlation
Br6389,supertype_label,L5 ET_2,411,old_correlation
Br6389,supertype_label,Astro_6-SEAAD,363,old_correlation
Br6389,supertype_label,Monocyte,344,old_correlation
Br6389,supertype_label,Sst_10,340,old_correlation
Br6389,supertype_label,L2/3 IT_13,320,old_correlation
Br6389,supertype_label,L4 IT_4,304,old_correlation
Br6389,supertype_label,L5 IT_7,285,old_correlation
Br6389,supertype_label,L5 IT_2,276,old_correlation
Br6389,supertype_label,Vip_21,252,old_correlation
Br6389,supertype_label,L2/3 IT_5,226,old_correlation
Br6389,supertype_label,L6 IT_2,219,old_correlation
Br6389,supertype_label,L4 IT_3,196,old_correlation
Br6389,supertype_label,L5/6 NP_4,176,old_correlation
Br6389,supertype_label,OPC_1,169,old_correlation
Br6389,supertype_label,Vip_19,160,old_correlation
Br6389,supertype_label,Sst_3,157,old_correlation
Br6389,supertype_label,L2/3 IT_3,157,old_correlation
Br6389,supertype_label,Lamp5_1,149,old_correlation
Br6389,supertype_label,Chandelier_1,140,old_correlation
Br6389,supertype_label,Lamp5_5,138,old_correlation
Br6389,supertype_label,Vip_23,122,old_correlation
Br6389,supertype_label,Sst_5,117,old_correlation
Br6389,supertype_label,Chandelier_2,111,old_correlation
Br6389,supertype_label,Sst_20,107,old_correlation
Br6389,supertype_label,Vip_1,105,old_correlation
Br6389,supertype_label,Sncg_5,102,old_correlation
Br6389,supertype_label,Sst_19,100,old_correlation
Br6389,supertype_label,Sst_7,97,old_correlation
Br6389,supertype_label,L6 CT_3,91,old_correlation
Br6389,supertype_label,L5 IT_5,90,old_correlation
Br6389,supertype_label,L6b_5,89,old_correlation
Br6389,supertype_label,Sst_11,85,old_correlation
Br6389,supertype_label,L6 IT_1,83,old_correlation
Br6389,supertype_label,L6 IT Car3_3,79,old_correlation
Br6389,supertype_label,Micro-PVM_1,70,old_correlation
Br6389,supertype_label,Lamp5_3,70,old_correlation
Br6389,supertype_label,Sncg_4,68,old_correlation
Br6389,supertype_label,Vip_16,67,old_correlation
Br6389,supertype_label,Sst Chodl_2,66,old_correlation
Br6389,supertype_label,Sst_25,65,old_correlation
Br6389,supertype_label,L6b_4,64,old_correlation
Br6389,supertype_label,L6 CT_2,64,old_correlation
Br6389,supertype_label,Pericyte_2-SEAAD,61,old_correlation
Br6389,supertype_label,Micro-PVM_2_1-SEAAD,60,old_correlation
Br6389,supertype_label,Lamp5_Lhx6_1,60,old_correlation
Br6389,supertype_label,Vip_14,58,old_correlation
Br6389,supertype_label,Pvalb_8,57,old_correlation
Br6389,supertype_label,Endo_3,56,old_correlation
Br6389,supertype_label,Pax6_2,55,old_correlation
Br6389,supertype_label,Sst_13,54,old_correlation
Br6389,supertype_label,L5 IT_3,50,old_correlation
Br6389,supertype_label,L2/3 IT_10,49,old_correlation
Br6389,supertype_label,Sst_1,44,old_correlation
Br6389,supertype_label,L2/3 IT_8,41,old_correlation
Br6389,supertype_label,L5 IT_1,40,old_correlation
Br6389,supertype_label,L5 ET_1,38,old_correlation
Br6389,supertype_label,Pax6_1,38,old_correlation
Br6389,supertype_label,Pvalb_13,34,old_correlation
Br6389,supertype_label,Vip_2,31,old_correlation
Br6389,supertype_label,Vip_13,30,old_correlation
Br6389,supertype_label,Micro-PVM_2_3-SEAAD,28,old_correlation
Br6389,supertype_label,Vip_5,27,old_correlation
Br6389,supertype_label,Vip_6,27,old_correlation
